sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
143,Virginica,unknown,PL,5.9,0.99,0.0,0.0,0.01,0.0,0.0,0.0
143,Virginica,unknown,PW,2.3,0.0,0.6931,0.0,0.3069,0.0,0.0,0.0
144,Setosa,unknown,SL,6.7,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
144,Setosa,unknown,SW,3.3,0.0,0.0,0.849,0.0,0.1311,0.0,0.02
144,Setosa,unknown,PL,5.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
144,Setosa,unknown,PW,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145,Versicolor,unknown,SL,6.7,0.734,0.0,0.0,0.266,0.0,0.0,0.0
145,Versicolor,unknown,SW,3.0,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
145,Versicolor,unknown,PL,5.2,0.0,0.7055,0.0,0.2945,0.0,0.0,0.0
145,Versicolor,unknown,PW,2.3,0.0,0.8859,0.0,0.1141,0.0,0.0,0.0
146,Versicolor,unknown,SL,6.3,0.0,0.6544,0.0,0.1788,0.0,0.0,0.1668
146,Versicolor,unknown,SW,2.5,0.0,0.4738,0.0,0.4044,0.0,0.0,0.1218
146,Versicolor,unknown,PL,5.0,0.0,0.9644,0.0,0.0356,0.0,0.0,0.0
146,Versicolor,unknown,PW,1.9,0.0,0.9856,0.0,0.0144,0.0,0.0,0.0
147,Virginica,unknown,SL,6.5,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
147,Virginica,unknown,SW,3.0,0.0,0.0,0.4737,0.0,0.3792,0.0,0.1471
147,Virginica,unknown,PL,5.2,0.9968,0.0,0.0,0.0032,0.0,0.0,0.0
147,Virginica,unknown,PW,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Setosa,unknown,SL,6.2,0.0,0.0,0.8033,0.0,0.0,0.1716,0.0251
148,Setosa,unknown,SW,3.4,0.0,0.0,0.6836,0.0,0.2543,0.0,0.0621
148,Setosa,unknown,PL,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,Setosa,unknown,PW,2.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149,Setosa,unknown,SL,5.9,0.0,0.0,0.8942,0.0,0.0,0.0933,0.0126
149,Setosa,unknown,SW,3.0,0.4427,0.0,0.0,0.0,0.2877,0.0,0.2695
149,Setosa,unknown,PL,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149,Setosa,unknown,PW,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
