sample_index,ground_truth,dataset_split,attribute,attribute_data,{Vi},{Ve},{Se},{Vi ∪ Ve},{Vi ∪ Se},{Ve ∪ Se},{Vi ∪ Ve ∪ Se}
144,Virginica,unknown,SW,3.2,0.4191,0.0,0.0,0.0,0.377,0.0,0.2039
144,Virginica,unknown,PL,5.9,0.9943,0.0,0.0,0.0057,0.0,0.0,0.0
144,Virginica,unknown,PW,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Virginica,unknown,SL,6.7,0.734,0.0,0.0,0.266,0.0,0.0,0.0
145,Virginica,unknown,SW,3.3,0.0,0.0,0.4748,0.0,0.3784,0.0,0.1468
145,Virginica,unknown,PL,5.7,0.9827,0.0,0.0,0.0173,0.0,0.0,0.0
145,Virginica,unknown,PW,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Virginica,unknown,SL,6.7,0.734,0.0,0.0,0.266,0.0,0.0,0.0
146,Virginica,unknown,SW,3.0,0.4417,0.0,0.0,0.3354,0.0,0.0,0.2229
146,Virginica,unknown,PL,5.2,0.8095,0.0,0.0,0.1905,0.0,0.0,0.0
146,Virginica,unknown,PW,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Virginica,unknown,SL,6.3,0.0,0.5238,0.0,0.4739,0.0,0.0,0.0023
147,Virginica,unknown,SW,2.5,0.0,0.6476,0.0,0.2945,0.0,0.0,0.0579
147,Virginica,unknown,PL,5.0,0.6192,0.0,0.0,0.3808,0.0,0.0,0.0
147,Virginica,unknown,PW,1.9,0.9697,0.0,0.0,0.0303,0.0,0.0,0.0
148,Virginica,unknown,SL,6.5,0.6046,0.0,0.0,0.395,0.0,0.0,0.0004
148,Virginica,unknown,SW,3.0,0.4417,0.0,0.0,0.3354,0.0,0.0,0.2229
148,Virginica,unknown,PL,5.2,0.8095,0.0,0.0,0.1905,0.0,0.0,0.0
148,Virginica,unknown,PW,2.0,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
149,Virginica,unknown,SL,6.2,0.0,0.5808,0.0,0.4137,0.0,0.0,0.0055
149,Virginica,unknown,SW,3.4,0.0,0.0,0.5791,0.0,0.3217,0.0,0.0992
149,Virginica,unknown,PL,5.4,0.9207,0.0,0.0,0.0793,0.0,0.0,0.0
149,Virginica,unknown,PW,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Virginica,unknown,SL,5.9,0.0,0.6862,0.0,0.2623,0.0,0.0,0.0515
150,Virginica,unknown,SW,3.0,0.4417,0.0,0.0,0.3354,0.0,0.0,0.2229
150,Virginica,unknown,PL,5.1,0.7233,0.0,0.0,0.2767,0.0,0.0,0.0
150,Virginica,unknown,PW,1.8,0.8748,0.0,0.0,0.1252,0.0,0.0,0.0
